+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                     ;
+-----------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; procesador|mm_interconnect_0|router_016|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_016                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_015|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_015                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_014|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_014                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_013|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_013                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_012|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_012                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_011|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_011                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_010|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_010                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_009|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_009                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_008|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_008                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_007|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_007                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_006|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_006                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_005|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_005                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_004|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_004                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_003|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_003                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_002|the_default_decode                                                ; 0     ; 23             ; 0            ; 23             ; 23     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_002                                                                   ; 105   ; 0              ; 2            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_001|the_default_decode                                                ; 0     ; 28             ; 0            ; 28             ; 28     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router_001                                                                   ; 105   ; 0              ; 7            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router|the_default_decode                                                    ; 0     ; 28             ; 0            ; 28             ; 28     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|router                                                                       ; 105   ; 0              ; 7            ; 0              ; 126    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|timer_0_s1_agent_rsp_fifo                                                    ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|timer_0_s1_agent|uncompressor                                                ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|timer_0_s1_agent                                                             ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_17_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_17_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_17_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_16_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_16_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_16_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_15_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_15_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_15_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_14_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_14_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_14_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_13_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_13_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_13_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_12_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_12_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_12_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_11_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_11_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_11_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_10_s1_agent_rsp_fifo                                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_10_s1_agent|uncompressor                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_10_s1_agent                                                              ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_2_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_2_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_2_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_3_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_3_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_3_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_4_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_4_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_4_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_5_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_5_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_5_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_6_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_6_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_6_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_7_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_7_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_7_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_8_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_8_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_8_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_9_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_9_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_9_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_1_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_1_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_1_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_0_s1_agent_rsp_fifo                                                      ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_0_s1_agent|uncompressor                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_0_s1_agent                                                               ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|onchip_memory2_0_s1_agent_rsp_fifo                                           ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|onchip_memory2_0_s1_agent|uncompressor                                       ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|onchip_memory2_0_s1_agent                                                    ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                  ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                              ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                           ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|sysid_qsys_0_control_slave_agent_rsp_fifo                                    ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|sysid_qsys_0_control_slave_agent|uncompressor                                ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|sysid_qsys_0_control_slave_agent                                             ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                 ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                             ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                          ; 306   ; 39             ; 60           ; 39             ; 305    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                        ; 190   ; 41             ; 94           ; 41             ; 137    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_data_master_agent                                               ; 190   ; 41             ; 94           ; 41             ; 137    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|timer_0_s1_translator                                                        ; 86    ; 22             ; 35           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_17_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_16_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_15_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_14_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_13_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_12_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_11_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_10_s1_translator                                                         ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_2_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_3_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_4_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_5_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_6_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_7_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_8_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_9_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_1_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|pio_0_s1_translator                                                          ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|onchip_memory2_0_s1_translator                                               ; 102   ; 7              ; 4            ; 7              ; 88     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                      ; 102   ; 5              ; 10           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|sysid_qsys_0_control_slave_translator                                        ; 102   ; 6              ; 18           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                     ; 102   ; 5              ; 21           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                   ; 103   ; 51             ; 2            ; 51             ; 96     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0|nios2_gen2_0_data_master_translator                                          ; 103   ; 12             ; 2            ; 12             ; 96     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|mm_interconnect_0                                                                              ; 802   ; 0              ; 0            ; 0              ; 570    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|timer_0                                                                                        ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|sysid_qsys_0                                                                                   ; 3     ; 18             ; 2            ; 18             ; 32     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|pio_9                                                                                          ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|pio_8                                                                                          ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|pio_7                                                                                          ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; procesador|pio_6                                                                                          ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
